customer_id,subscription_date,last_activity_date,plan_type,monthly_price,total_payment,total_watch_hours,region,total_sessions
CUST797,2024-05-06,2024-10-25,Standard,10.99,57.33,273.4,France,275
CUST798,2025-02-28,2025-03-29,Standard,10.99,10.19,53.3,UK,33
CUST799,2024-07-15,2025-06-18,Basic,6.99,73.68,442.8,India,352
CUST800,2024-06-09,2025-01-07,Standard,10.99,71.46,344.5,France,322
CUST801,2025-05-11,2025-05-25,Standard,10.99,11.67,52.2,US,45
CUST802,2024-10-24,2025-07-09,Basic,6.99,52.82,482.1,France,224
CUST803,2025-03-14,2025-04-11,Standard,10.99,11.47,41.9,UK,55
CUST804,2025-05-03,2025-07-08,Basic,6.99,15.22,59.8,India,40
CUST805,2023-07-25,2025-06-25,Premium,15.99,369.81,1655.8,US,1242
CUST806,2024-11-03,2024-12-06,Premium,15.99,16.12,54.2,US,51
CUST807,2023-11-28,2025-07-02,Standard,10.99,207.18,1289.6,US,646
CUST808,2024-12-20,2025-01-15,Basic,6.99,6.75,60.8,UK,37
CUST809,2024-02-25,2024-12-26,Standard,10.99,109.36,317.1,India,490
CUST810,2024-01-01,2025-06-22,Premium,15.99,277.42,779.1,UK,697
CUST811,2024-04-26,2024-10-02,Standard,10.99,60.29,249.3,Germany,165
CUST812,2024-07-21,2025-06-20,Basic,6.99,83.62,644.6,US,374
CUST813,2024-09-01,2025-07-08,Standard,10.99,273.0060138962080,367.6,India,350
CUST814,2024-10-15,2025-01-28,Premium,15.99,51.7,203.4,UK,183
CUST815,2023-09-05,2024-08-08,Standard,10.99,120.11,639.5,US,451
CUST816,2023-11-13,2025-06-21,Standard,10.99,215.39,935.2,US,893
CUST817,2023-08-11,2025-06-22,Standard,10.99,260.88,786.7,Germany,1078
CUST818,2025-03-21,2025-04-06,Standard,10.99,10.75,57.5,UK,33
CUST819,2024-01-22,2025-03-09,Basic,6.99,99.26,538.8,UK,260
CUST820,2023-08-30,2025-02-04,Standard,10.99,183.68,1020.6,UK,748
CUST821,2025-02-10,2025-07-05,Basic,6.99,28.53,190.4,Germany,148
CUST822,2025-05-01,2025-06-21,Standard,10.99,11.45,52.3,UK,43
CUST823,2024-01-15,2025-07-08,Basic,6.99,137.16,1211.5,US,396
CUST824,2024-05-10,2025-01-07,Standard,10.99,83.43,487.3,UK,352
CUST825,2023-11-05,2025-06-22,Basic,6.99,139.35,876.8,France,456
CUST826,2025-03-11,2025-07-15,Standard,10.99,44.14,140.3,India,212
CUST827,2023-12-08,2024-07-25,Standard,10.99,73.37,448.6,US,357
CUST828,2025-01-26,2025-06-27,Basic,6.99,36.88,264.0,US,110
CUST829,2025-02-22,2025-02-28,Basic,6.99,7.06,40.8,UK,26
CUST830,2025-02-22,2025-03-17,Basic,6.99,7.22,62.1,UK,25
CUST831,2023-11-24,2024-09-15,Premium,15.99,138.81,486.4,US,585
CUST832,2024-03-08,2025-07-13,Standard,10.99,175.18,572.4,Germany,816
CUST833,2024-06-15,2025-06-23,Standard,10.99,134.98,470.0,US,360
CUST834,2024-10-08,2025-03-22,Basic,6.99,34.29,228.1,India,190
CUST835,2023-10-11,2024-09-09,Standard,10.99,113.6,663.7,US,396
CUST836,2024-09-15,2025-03-18,Premium,15.99,104.8,319.2,Germany,258
CUST837,2023-11-23,2025-06-22,Premium,15.99,304.51,1118.6,US,969
CUST838,2024-08-13,2025-01-30,Standard,10.99,57.52,248.5,US,245
CUST839,2024-09-26,2025-02-11,Basic,6.99,27.46,243.8,US,148
CUST840,2024-07-28,2025-03-20,Basic,6.99,47.51,282.9,US,196
CUST841,2024-11-18,2025-04-03,Basic,6.99,27.44,276.6,US,152
CUST842,2024-01-10,2025-01-05,Basic,6.99,82.36,500.1,Germany,276
CUST843,2024-06-30,2025-03-21,Basic,6.99,56.41,441.9,India,160
CUST844,2025-01-05,2025-06-27,Basic,6.99,35.25,220.8,US,140
CUST845,2023-09-26,2025-06-18,Standard,10.99,230.66,1221.1,UK,924
CUST846,2024-09-21,2025-07-10,Premium,15.99,133.4,495.4,US,549
CUST847,2024-06-01,2025-06-23,Standard,10.99,131.78,494.0,US,444
CUST848,2023-09-21,2025-06-26,Premium,15.99,313.57,1543.4,UK,1134
CUST849,2024-04-06,2025-07-07,Standard,10.99,152.52,911.4,France,660
CUST850,2025-03-27,2025-07-03,Basic,6.99,22.78,120.1,India,111
CUST851,2023-08-29,2025-07-03,Standard,10.99,246.85,1048.5,India,792
CUST852,2024-04-03,2024-10-08,Basic,6.99,43.28,310.3,UK,222
CUST853,2024-10-25,2024-11-22,Standard,10.99,10.77,60.6,France,45
CUST854,2025-03-11,2025-07-03,Standard,10.99,35.67,133.4,Germany,93
CUST855,2023-12-09,2024-08-08,Premium,15.99,131.45,535.5,US,344
CUST856,2024-04-08,2025-06-21,Basic,6.99,103.13,763.2,US,546
CUST857,2024-06-08,2025-07-05,Basic,6.99,88.48,593.0,France,455
CUST858,2023-09-30,2025-06-25,Premium,15.99,366.68,1711.5,US,882
CUST859,2023-12-12,2025-06-23,Basic,6.99,133.88,791.5,US,378
CUST860,2025-03-02,2025-03-10,Standard,10.99,11.77,43.4,US,32
CUST861,2024-11-10,2025-03-04,Standard,10.99,30.81,172.6,US,165
CUST862,2024-12-25,2025-07-13,Premium,15.99,91.55,394.0,UK,384
CUST863,2024-01-13,2025-06-25,Premium,15.99,260.18,708.1,India,1156
CUST864,2025-05-24,2025-07-03,Premium,15.99,15.26,56.1,Germany,44
CUST865,2024-05-14,2025-07-01,Basic,6.99,97.33,824.2,Germany,273
CUST866,2023-12-31,2025-06-18,Premium,15.99,246.38,864.9,UK,986
CUST867,2023-10-12,2025-07-13,Standard,10.99,409.8426696803610,1156.1,Germany,1113
CUST868,2024-10-20,2024-11-18,Standard,10.99,10.49,57.2,UK,49
CUST869,2023-11-20,2024-10-13,Basic,6.99,65.7,484.4,UK,210
CUST870,2025-03-31,2025-07-16,Standard,10.99,31.2,208.3,US,93
CUST871,2023-11-02,2024-07-28,Premium,15.99,135.54,603.0,US,488
CUST872,2025-03-19,2025-07-13,Premium,15.99,48.58,193.0,US,189
CUST873,2024-09-11,2025-06-27,Standard,10.99,89.13,468.7,UK,468
CUST874,2023-12-06,2025-06-29,Basic,6.99,130.93,1165.8,US,741
CUST875,2025-03-04,2025-03-11,Standard,10.99,10.79,52.8,UK,47
CUST876,2025-01-07,2025-01-24,Premium,15.99,14.76,62.6,India,64
CUST877,2024-01-28,2025-04-02,Standard,10.99,159.28,703.9,US,686
CUST878,2024-01-29,2025-06-20,Standard,10.99,282.2522012559850,703.9,Germany,864
CUST879,2024-03-25,2025-02-08,Basic,6.99,72.99,455.6,US,400
CUST880,2024-02-17,2025-07-13,Standard,10.99,195.37,614.3,UK,731
CUST881,2024-06-02,2024-08-21,Standard,10.99,19.78,61.7,India,88
CUST882,2024-12-22,2025-07-09,Premium,15.99,104.65,483.9,US,306
CUST883,2024-10-18,2025-06-28,Standard,10.99,93.45,487.1,US,320
CUST884,2025-02-09,2025-07-03,Standard,10.99,47.51,219.3,Germany,160
CUST885,2023-09-20,2025-01-30,Standard,10.99,265.3810532952220,855.0,UK,576
CUST886,2024-05-04,2025-07-11,Basic,6.99,106.35,846.7,France,434
CUST887,2024-09-09,2025-04-06,Premium,15.99,254.68906488391000,391.3,US,330
CUST888,2024-07-28,2025-07-01,Standard,10.99,304.3957321360010,739.5,US,374
CUST889,2023-08-23,2025-01-27,Standard,10.99,376.1330190499620,778.3,UK,527
CUST890,2025-03-01,2025-03-19,Standard,10.99,11.51,62.8,UK,51
CUST891,2024-05-02,2024-11-17,Standard,10.99,72.01,335.8,France,270
CUST892,2024-06-27,2025-07-10,Standard,10.99,136.59,512.6,Germany,624
CUST893,2024-04-14,2025-07-03,Standard,10.99,156.03,726.9,UK,616
CUST894,2025-06-04,2025-07-02,Basic,6.99,7.61,51.0,UK,30
CUST895,2023-10-15,2025-03-05,Standard,10.99,173.83,626.2,Germany,560
CUST896,2023-09-03,2025-06-30,Basic,6.99,156.83,1276.2,US,704
CUST897,2024-05-17,2025-07-08,Standard,10.99,142.19,635.5,US,624
CUST898,2024-02-15,2025-06-25,Basic,6.99,121.52,643.6,US,464
CUST899,2023-09-10,2025-07-02,Standard,10.99,221.28,1396.1,UK,1166
CUST900,2024-02-07,2025-03-05,Premium,15.99,207.92,846.2,Germany,754
CUST901,2025-03-02,2025-07-15,Premium,15.99,66.35,250.1,India,276
CUST902,2024-05-09,2025-04-13,Standard,10.99,127.95,608.1,UK,374
CUST903,2024-04-18,2025-07-04,Standard,10.99,156.41,703.9,US,756
CUST904,2024-08-24,2025-06-20,Basic,6.99,75.62,554.2,US,400
CUST905,2024-01-18,2025-06-27,Standard,10.99,203.35,1033.6,US,612
CUST906,2023-09-01,2025-06-24,Premium,15.99,321.13,1853.0,US,1100
CUST907,2023-09-08,2025-07-09,Basic,6.99,316.9476528039400,937.4,France,726
CUST908,2024-08-05,2025-01-30,Standard,10.99,49.71,336.9,US,260
CUST909,2025-03-29,2025-07-02,Premium,15.99,46.33,248.4,US,180
CUST910,2023-07-28,2024-12-05,Premium,15.99,257.73,1164.0,US,880
CUST911,2023-11-07,2025-07-16,Basic,6.99,151.29,1258.8,UK,740
CUST912,2025-03-21,2025-06-26,Standard,10.99,35.26,140.8,UK,150
CUST913,2023-09-11,2025-03-18,Basic,6.99,116.45,1144.6,Germany,414
CUST914,2023-10-17,2025-07-14,Basic,6.99,134.84,1177.8,UK,420
CUST915,2024-06-18,2025-06-30,Premium,15.99,195.31,522.1,Germany,732
CUST916,2024-04-29,2025-06-19,Premium,15.99,209.21,1067.5,US,884
CUST917,2024-09-10,2025-06-28,Standard,10.99,94.29,490.4,US,396
CUST918,2025-05-09,2025-06-04,Basic,6.99,7.55,53.7,US,33
CUST919,2024-10-25,2025-06-17,Premium,15.99,121.5,480.4,US,406
CUST920,2023-12-03,2025-01-21,Standard,10.99,140.09,513.3,UK,442
CUST921,2025-06-13,2025-06-25,Standard,10.99,11.85,54.0,US,33
CUST922,2024-10-26,2025-07-04,Standard,10.99,85.88,479.5,Germany,336
CUST923,2024-09-11,2024-12-13,Basic,6.99,21.96,106.4,Germany,111
CUST924,2024-06-05,2025-07-12,Standard,10.99,142.18,617.6,US,533
CUST925,2023-09-12,2024-12-19,Standard,10.99,152.41,578.7,US,780
CUST926,2024-10-17,2025-07-11,Basic,6.99,60.71,379.8,UK,320
CUST927,2024-10-17,2025-03-24,Basic,6.99,34.63,284.2,UK,170
CUST928,2024-01-17,2025-06-25,Basic,6.99,124.4,1002.4,UK,476
CUST929,2024-08-04,2025-07-15,Basic,6.99,74.85,696.9,France,253
CUST930,2025-01-10,2025-03-04,Standard,10.99,9.93,53.3,UK,34
CUST931,2024-08-04,2025-02-08,Premium,15.99,88.27,307.0,UK,288
CUST932,2025-03-10,2025-06-19,Basic,6.99,20.95,207.0,US,96
CUST933,2025-02-13,2025-06-20,Basic,6.99,29.02,233.0,UK,116
CUST934,2024-07-03,2025-01-19,Standard,10.99,63.76,313.4,Germany,270
CUST935,2024-08-27,2025-02-05,Premium,15.99,83.08,335.2,UK,345
CUST936,2023-09-15,2024-09-10,Standard,10.99,137.12,752.8,UK,504
CUST937,2024-10-06,2025-01-24,Standard,10.99,34.31,169.1,Germany,99
CUST938,2024-05-06,2024-07-29,Standard,10.99,21.95,101.3,US,100
CUST939,2024-03-31,2025-01-21,Basic,6.99,68.13,507.5,Germany,288
CUST940,2025-06-07,2025-07-06,Basic,6.99,6.97,39.8,US,40
CUST941,2024-03-09,2025-07-10,Standard,10.99,174.09,820.0,US,592
CUST942,2025-02-12,2025-02-23,Standard,10.99,10.33,47.2,Germany,42
CUST943,2023-08-14,2025-01-20,Standard,10.99,179.64,680.1,UK,748
CUST944,2025-03-04,2025-07-06,Standard,10.99,39.94,157.0,US,196
CUST945,2024-08-30,2025-06-18,Standard,10.99,101.55,386.1,US,441
CUST946,2025-04-18,2025-05-08,Basic,6.99,6.64,60.1,US,32
CUST947,2023-07-20,2025-07-14,Standard,10.99,253.43,1417.6,Germany,1248
CUST948,2024-06-30,2025-06-27,Basic,6.99,88.42,775.8,France,288
CUST949,2024-04-26,2025-07-03,Basic,6.99,94.48,540.2,India,350
CUST950,2025-05-01,2025-07-14,Standard,10.99,20.85,106.0,Germany,110
CUST951,2024-01-09,2025-07-16,Premium,15.99,268.77,1499.6,US,792
CUST952,2025-01-21,2025-06-21,Premium,15.99,84.34,240.1,UK,260
CUST953,2023-09-27,2025-06-26,Standard,10.99,213.7,1305.8,US,714
CUST954,2025-01-24,2025-04-17,Basic,6.99,13.85,126.8,US,64
CUST955,2025-02-03,2025-06-30,Basic,6.99,28.0,165.7,US,156
CUST956,2025-05-22,2025-06-15,Premium,15.99,16.59,62.1,India,62
CUST957,2024-07-21,2024-11-08,Standard,10.99,33.85,196.0,US,111
CUST958,2024-05-17,2025-07-09,Standard,10.99,151.75,514.8,US,494
CUST959,2025-05-02,2025-05-22,Standard,10.99,9.99,41.5,US,50
CUST960,2023-12-22,2025-06-28,Standard,10.99,189.77,656.5,France,864
CUST961,2024-08-03,2024-08-09,Premium,15.99,15.29,54.1,Germany,70
CUST962,2024-06-14,2025-07-14,Basic,6.99,84.44,653.6,Germany,507
CUST963,2024-08-12,2025-02-17,Standard,10.99,63.16,336.4,US,264
CUST964,2024-09-09,2025-03-14,Premium,15.99,168.19826828213900,309.8,France,390
CUST965,2024-05-21,2025-07-12,Basic,6.99,91.27,810.5,UK,377
CUST966,2025-02-28,2025-06-20,Standard,10.99,34.05,138.1,France,120
CUST967,2025-02-09,2025-03-05,Standard,10.99,10.73,40.0,US,34
CUST968,2023-10-22,2025-03-29,Premium,15.99,283.76,987.5,US,816
CUST969,2023-08-24,2025-07-08,Basic,6.99,148.74,1232.6,US,660
CUST970,2024-09-28,2025-03-10,Standard,10.99,52.65,236.2,Germany,240
CUST971,2024-12-09,2025-07-13,Basic,6.99,49.33,302.5,UK,147
CUST972,2024-03-23,2025-03-30,Standard,10.99,119.32,467.3,France,420
CUST973,2024-09-03,2025-07-11,Basic,6.99,64.03,655.3,US,400
CUST974,2025-05-30,2025-06-14,Basic,6.99,6.88,71.4,US,20
CUST975,2025-02-27,2025-07-04,Standard,10.99,47.85,179.5,UK,128
CUST976,2024-02-01,2025-07-04,Premium,15.99,283.87,1042.3,US,714
CUST977,2024-03-12,2025-06-19,Basic,6.99,96.21,883.4,US,495
CUST978,2025-05-29,2025-06-22,Basic,6.99,7.47,62.2,US,39
CUST979,2025-01-12,2025-06-25,Standard,10.99,57.5,233.8,Germany,275
CUST980,2025-01-06,2025-06-19,Standard,10.99,56.17,341.8,US,255
CUST981,2024-03-03,2024-11-26,Premium,15.99,136.11,422.7,India,352
CUST982,2025-06-03,2025-07-02,Basic,6.99,6.86,53.4,US,36
CUST983,2025-04-05,2025-06-26,Standard,10.99,20.76,108.8,France,88
CUST984,2023-12-05,2025-07-04,Basic,6.99,133.13,1208.1,UK,475
CUST985,2025-02-12,2025-06-25,Basic,6.99,28.23,258.9,US,132
CUST986,2024-03-17,2025-07-06,Standard,10.99,166.11,597.3,US,645
CUST987,2025-01-01,2025-06-28,Standard,10.99,55.67,247.3,US,270
CUST988,2025-04-08,2025-07-09,Standard,10.99,86.47212517163320,147.3,France,138
CUST989,2024-12-28,2025-06-27,Standard,10.99,71.24,266.6,UK,222
CUST990,2024-01-28,2025-07-09,Standard,10.99,200.87,952.1,UK,629
CUST991,2023-10-27,2025-07-07,Standard,10.99,233.05,1195.8,France,960
CUST992,2023-11-13,2025-06-21,Premium,15.99,330.75,1298.2,UK,1330
CUST993,2024-09-11,2025-07-01,Basic,6.99,57.86,582.1,Germany,252
CUST994,2024-03-06,2024-09-24,Basic,6.99,39.97,285.0,US,180
CUST995,2025-01-24,2025-06-21,Standard,10.99,43.92,245.0,France,168
CUST996,2024-11-23,2025-03-26,Standard,10.99,47.01,232.0,UK,168
CUST997,2023-09-28,2025-07-06,Basic,6.99,146.94,963.2,UK,798
CUST998,2025-06-07,2025-06-20,Premium,15.99,36.942236209414100,75.3,US,65
CUST999,2025-04-18,2025-05-16,Basic,6.99,6.49,32.4,India,40
CUST1000,2025-01-22,2025-06-28,Premium,15.99,75.99,387.3,US,290
CUST1001,2025-05-29,2025-06-21,Basic,6.99,14.025438324406300,56.1,US,24
CUST1002,2025-02-09,2025-07-05,Standard,10.99,41.01,175.1,Germany,180
CUST1003,2024-05-04,2025-07-02,Premium,15.99,217.2,780.7,India,672
CUST1004,2024-08-26,2025-02-22,Basic,6.99,39.97,325.5,France,234
CUST1005,2023-10-01,2025-01-06,Premium,15.99,232.65,631.7,India,915
CUST1006,2023-11-22,2025-06-21,Standard,10.99,217.51,682.3,UK,608
CUST1007,2024-10-20,2025-07-07,Premium,15.99,124.54,460.9,UK,464
CUST1008,2024-12-17,2025-06-20,Standard,10.99,66.67,312.5,Germany,204
CUST1009,2024-09-24,2025-07-06,Standard,10.99,91.0,551.7,France,333
CUST1010,2024-04-29,2025-03-11,Basic,6.99,74.16,691.3,US,330
CUST1011,2024-12-11,2025-07-15,Standard,10.99,74.93,356.0,UK,371
CUST1012,2024-04-06,2025-07-06,Basic,6.99,107.96,864.2,France,330
CUST1013,2024-09-03,2025-06-28,Basic,6.99,65.75,433.6,UK,288
CUST1014,2024-05-26,2025-07-11,Basic,6.99,85.59,820.6,US,390
CUST1015,2024-08-15,2025-07-03,Standard,10.99,118.36,452.6,US,370
CUST1016,2024-11-22,2025-03-07,Standard,10.99,33.74,152.2,US,144
CUST1017,2023-08-23,2024-11-13,Basic,6.99,96.47,756.4,Germany,406
CUST1018,2023-12-30,2024-10-10,Basic,6.99,91.99047732946200,351.9,US,333
CUST1019,2025-03-10,2025-07-09,Standard,10.99,47.85,226.7,Germany,220
CUST1020,2023-10-18,2024-11-06,Basic,6.99,88.16,792.9,US,444
CUST1021,2024-07-10,2025-02-18,Basic,6.99,46.07,361.7,US,182
CUST1022,2023-09-29,2025-02-25,Basic,6.99,114.97,823.5,Germany,595
CUST1023,2023-12-05,2025-06-25,Premium,15.99,305.65,1438.4,US,810
CUST1024,2024-08-23,2025-07-02,Premium,15.99,166.16,699.2,UK,550
CUST1025,2025-06-01,2025-06-23,Standard,10.99,11.57,43.6,UK,45
CUST1026,2024-12-10,2025-07-10,Standard,10.99,76.03,313.0,UK,364
CUST1027,2024-06-02,2025-07-06,Standard,10.99,149.06,791.7,US,689
CUST1028,2024-03-30,2025-07-10,Standard,10.99,161.11,778.4,France,450
CUST1029,2024-12-18,2025-06-18,Standard,10.99,62.13,239.2,Germany,318
CUST1030,2025-03-11,2025-04-09,Standard,10.99,11.28,44.3,France,48
CUST1031,2023-11-10,2025-07-05,Basic,6.99,153.11,1364.0,US,440
CUST1032,2023-07-28,2025-06-21,Basic,6.99,154.68,1407.8,US,575
CUST1033,2024-06-14,2024-10-07,Standard,10.99,70.44818423417900,213.1,US,99
CUST1034,2025-02-16,2025-03-04,Premium,15.99,16.55,69.6,UK,43
CUST1035,2024-12-08,2025-03-06,Standard,10.99,38.656778122732700,126.5,UK,66
CUST1036,2025-06-04,2025-06-29,Premium,15.99,17.09,54.8,US,49
CUST1037,2023-09-15,2025-07-12,Premium,15.99,820.8430079176830,1304.8,India,1056
CUST1038,2025-03-26,2025-04-20,Basic,6.99,6.37,35.6,UK,27
CUST1039,2024-05-09,2025-06-23,Standard,10.99,157.11,716.6,UK,624
CUST1040,2024-12-07,2025-07-01,Standard,10.99,69.27,294.5,France,276
CUST1041,2024-05-25,2025-06-22,Premium,15.99,223.0,779.1,US,728
CUST1042,2024-03-18,2025-07-04,Premium,15.99,247.1,1095.7,France,600
CUST1043,2023-11-14,2025-06-22,Standard,10.99,223.69,1151.9,Germany,931
CUST1044,2025-01-23,2025-02-23,Basic,6.99,6.45,30.3,India,33
CUST1045,2025-06-09,2025-07-03,Standard,10.99,10.66,58.6,US,51
CUST1046,2025-03-13,2025-06-25,Basic,6.99,22.55,138.1,Germany,117
CUST1047,2023-09-25,2025-07-13,Standard,10.99,217.02,1096.6,US,840
CUST1048,2023-10-14,2024-11-03,Premium,15.99,175.69,863.4,Germany,504
CUST1049,2024-04-24,2025-02-28,Standard,10.99,116.23,487.2,US,530
CUST1050,2024-04-22,2025-07-10,Standard,10.99,164.18,886.1,UK,518
CUST1051,2024-03-08,2025-04-07,Standard,10.99,133.23,577.6,US,663
CUST1052,2025-02-14,2025-06-19,Standard,10.99,47.08,241.5,US,216
CUST1053,2023-09-15,2025-06-25,Standard,10.99,239.41,1158.4,France,819
CUST1054,2024-08-27,2024-09-23,Standard,10.99,11.03,42.6,Germany,46
CUST1055,2024-09-21,2025-06-29,Premium,15.99,153.42,483.2,Germany,612
CUST1056,2024-06-18,2025-06-19,Premium,15.99,188.78,864.6,UK,564
CUST1057,2025-05-15,2025-06-13,Basic,6.99,6.56,57.9,Germany,20
CUST1058,2025-02-20,2025-03-23,Premium,15.99,26.32862121293060,59.2,US,59
CUST1059,2024-01-17,2025-06-22,Standard,10.99,187.02,867.3,France,850
CUST1060,2025-04-20,2025-06-25,Basic,6.99,30.806872594062400,62.6,India,52
CUST1061,2024-04-20,2025-06-18,Basic,6.99,103.84,577.7,UK,392
CUST1062,2024-12-27,2025-01-25,Basic,6.99,7.4,49.6,France,31
CUST1063,2024-09-17,2025-07-16,Premium,15.99,162.5,451.0,UK,610
CUST1064,2024-11-26,2025-07-13,Standard,10.99,81.25,464.3,US,385
CUST1065,2024-10-11,2025-01-03,Standard,10.99,20.63,124.4,US,76
CUST1066,2024-01-30,2025-07-03,Basic,6.99,108.14,1076.3,UK,663
CUST1067,2024-11-21,2025-07-14,Standard,10.99,82.68,390.6,Germany,371
CUST1068,2024-05-16,2025-06-17,Basic,6.99,83.16,821.8,UK,286
CUST1069,2024-07-18,2025-04-01,Standard,10.99,207.84758239296700,413.1,UK,264
CUST1070,2024-03-09,2025-07-14,Standard,10.99,182.71,932.9,US,624
CUST1071,2023-08-31,2025-07-01,Basic,6.99,150.99,1414.8,Germany,506
CUST1072,2024-01-21,2024-08-12,Premium,15.99,103.16,332.1,India,366
CUST1073,2025-01-17,2025-06-27,Basic,6.99,33.54,179.6,Germany,140
CUST1074,2025-05-26,2025-06-18,Standard,10.99,9.92,56.7,Germany,51
CUST1075,2024-12-15,2025-07-04,Standard,10.99,63.31,410.3,US,180
CUST1076,2024-04-26,2025-07-02,Standard,10.99,156.26,824.1,UK,476
CUST1077,2025-05-12,2025-07-03,Basic,6.99,6.82,52.5,UK,28
CUST1078,2024-07-04,2025-06-23,Basic,6.99,77.43,667.2,US,264
CUST1079,2024-04-25,2025-06-22,Premium,15.99,240.72,1087.1,Germany,630
CUST1080,2024-10-26,2025-06-28,Basic,6.99,60.53,331.9,US,304
CUST1081,2023-12-25,2024-10-07,Premium,15.99,137.17,594.2,Germany,423
CUST1082,2025-04-03,2025-04-22,Premium,15.99,15.87,57.4,US,49
CUST1083,2025-04-25,2025-05-21,Basic,6.99,7.06,54.2,UK,30
CUST1084,2024-01-24,2024-08-04,Basic,6.99,45.71,319.4,UK,192
CUST1085,2024-07-05,2025-06-24,Standard,10.99,132.95,435.6,France,539
CUST1086,2024-02-21,2025-01-10,Premium,15.99,151.44,494.4,Germany,430
CUST1087,2024-08-16,2025-06-25,Premium,15.99,167.16,643.8,France,500
CUST1088,2024-12-26,2025-01-17,Standard,10.99,10.72,38.8,UK,41
CUST1089,2023-11-21,2024-08-01,Standard,10.99,79.27,292.1,India,272
CUST1090,2023-12-05,2025-02-03,Basic,6.99,88.26,840.8,UK,406
CUST1091,2024-02-16,2024-09-01,Premium,15.99,95.18,322.7,UK,420
CUST1092,2024-12-08,2025-06-22,Premium,15.99,95.72,303.8,India,384
CUST1093,2024-04-29,2025-07-10,Basic,6.99,88.52,973.8,US,364
CUST1094,2024-10-07,2025-07-01,Basic,6.99,103.15220304584900,334.5,Germany,320
CUST1095,2025-04-13,2025-06-18,Basic,6.99,13.4,93.4,UK,56
CUST1096,2023-09-13,2025-06-29,Basic,6.99,148.55,1228.8,US,588
CUST1097,2025-03-13,2025-03-18,Premium,15.99,15.35,58.8,India,49
CUST1098,2023-08-21,2025-01-16,Standard,10.99,174.39,1160.3,US,663
CUST1099,2024-08-08,2025-07-05,Basic,6.99,75.46,687.1,Germany,231
CUST1100,2025-02-07,2025-02-24,Standard,10.99,10.4,58.3,UK,33
CUST1101,2024-06-02,2024-08-08,Premium,15.99,32.2,100.4,Germany,94
CUST1102,2023-10-14,2025-01-13,Standard,10.99,154.92,589.8,US,645
CUST1103,2024-01-21,2024-08-25,Standard,10.99,77.06,325.6,UK,322
CUST1104,2023-11-30,2025-07-13,Basic,6.99,123.71,820.3,US,608
CUST1105,2024-03-12,2024-07-30,Premium,15.99,66.15,270.3,UK,280
CUST1106,2024-02-18,2025-01-18,Premium,15.99,184.82,615.2,India,660
CUST1107,2023-10-31,2025-07-13,Basic,6.99,128.91,799.0,US,740
CUST1108,2024-12-24,2025-07-16,Basic,6.99,75.78533967391090,360.6,UK,222
CUST1109,2024-07-09,2025-02-06,Basic,6.99,44.73,327.0,US,224
CUST1110,2025-01-13,2025-06-17,Basic,6.99,35.64,263.8,US,135
CUST1111,2023-07-26,2025-02-27,Standard,10.99,198.97,1045.7,Germany,1045
CUST1112,2023-08-26,2025-02-04,Premium,15.99,273.33,830.3,India,867
CUST1113,2025-05-20,2025-06-18,Standard,10.99,11.03,53.1,US,54
CUST1114,2024-02-09,2025-07-14,Premium,15.99,294.9,754.2,France,1054
CUST1115,2023-09-08,2025-04-10,Standard,10.99,210.86,983.2,US,1007
CUST1116,2025-02-10,2025-06-18,Standard,10.99,44.69,231.8,UK,200
CUST1117,2024-05-15,2025-06-23,Standard,10.99,140.06,811.9,Germany,390
CUST1118,2023-09-15,2025-06-28,Basic,6.99,159.97,1095.1,US,819
CUST1119,2025-05-24,2025-07-13,Standard,10.99,11.6,47.7,Germany,47
CUST1120,2024-02-14,2024-07-23,Standard,10.99,52.59,280.4,France,160
CUST1121,2024-11-20,2025-06-27,Basic,6.99,52.3,487.3,US,217
CUST1122,2023-09-08,2025-03-06,Standard,10.99,195.15,658.1,India,864
CUST1123,2023-08-07,2025-06-20,Standard,10.99,257.67,1060.5,France,1188
CUST1124,2023-08-26,2025-07-03,Premium,15.99,374.5,1709.9,US,1144
CUST1125,2024-07-20,2024-09-18,Standard,10.99,20.61,106.6,Germany,78
CUST1126,2023-10-22,2025-03-31,Premium,15.99,282.77,859.8,US,918
CUST1127,2023-11-03,2025-06-19,Standard,10.99,200.07,869.4,India,931
CUST1128,2024-11-05,2025-06-19,Standard,10.99,73.81,284.2,Germany,217
CUST1129,2023-11-14,2025-06-18,Standard,10.99,200.31,955.8,UK,912
CUST1130,2025-05-22,2025-07-01,Premium,15.99,16.71,67.2,US,42
CUST1131,2024-04-25,2025-03-02,Standard,10.99,103.96,612.9,Germany,430
CUST1132,2025-01-06,2025-06-20,Standard,10.99,49.46,244.4,UK,180
CUST1133,2025-03-24,2025-06-20,Standard,10.99,22.93,86.8,UK,74
CUST1134,2025-04-24,2025-07-13,Standard,10.99,20.53,92.2,US,80
CUST1135,2024-02-15,2024-08-05,Basic,6.99,32.19,336.8,US,195
CUST1136,2024-10-22,2024-12-31,Basic,6.99,13.25,88.3,US,50
CUST1137,2024-01-26,2025-07-10,Basic,6.99,115.98,893.4,US,510
CUST1138,2025-05-02,2025-05-20,Premium,15.99,15.91,48.7,UK,56
CUST1139,2024-11-08,2025-06-21,Basic,6.99,44.47,407.4,Germany,203
CUST1140,2024-06-04,2025-07-01,Basic,6.99,99.42,704.0,US,468
CUST1141,2023-12-11,2025-03-10,Standard,10.99,171.97,683.0,UK,750
