customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CLV,Customer_segment,Next_Best_Action,plan_type
CUST1007,85 days,464,124.54,5,4,4,4.5,1245.4,Loyal,Upsell to premium plan + referral program,Premium
CUST1008,102 days,204,66.67,3,2,3,2.7,666.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST1009,86 days,333,91.0,5,3,3,4.0,910.0,Loyal,Upsell to premium plan + referral program,Standard
CUST1010,203 days,330,74.16,2,3,3,2.5,741.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1011,77 days,371,74.93,5,3,3,4.0,749.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1012,86 days,330,107.96,5,3,3,4.0,1079.6,Loyal,Upsell to premium plan + referral program,Basic
CUST1013,94 days,288,65.75,4,3,2,3.3,657.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1014,81 days,390,85.59,5,3,3,4.0,855.9,Loyal,Upsell to premium plan + referral program,Basic
CUST1015,89 days,370,118.36,4,3,3,3.5,1183.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1016,207 days,144,33.74,2,2,2,2.0,337.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1017,321 days,406,96.47,1,3,3,2.0,964.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1018,355 days,333,91.99,1,3,3,2.0,919.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST1019,83 days,220,47.85,5,2,2,3.5,478.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1020,328 days,444,88.16,1,4,3,2.3,881.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1021,224 days,182,46.07,2,2,2,2.0,460.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1022,217 days,595,114.97,2,4,3,2.8,1149.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1023,97 days,810,305.65,4,5,5,4.5,3056.5,Loyal,Upsell to premium plan + referral program,Premium
CUST1024,90 days,550,166.16,4,4,4,4.0,1661.6,Loyal,Upsell to premium plan + referral program,Premium
CUST1025,99 days,45,11.57,3,1,1,2.0,115.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST1026,82 days,364,76.03,5,3,3,4.0,760.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1027,86 days,689,149.06,5,5,4,4.8,1490.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1028,82 days,450,161.11,5,4,4,4.5,1611.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1029,104 days,318,62.13,3,3,2,2.8,621.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1030,174 days,48,11.28,2,1,1,1.5,112.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1031,87 days,440,153.11,5,3,4,4.2,1531.1,Loyal,Upsell to premium plan + referral program,Basic
CUST1032,101 days,575,154.68,3,4,4,3.5,1546.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST1033,358 days,99,70.45,1,2,3,1.7,704.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1034,210 days,43,16.55,2,1,1,1.5,165.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1035,208 days,66,38.66,2,1,2,1.7,386.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1036,93 days,49,17.09,4,1,1,2.5,170.9,At Risk,Win-back campaign + survey for feedback,Premium
CUST1037,80 days,1056,820.84,5,5,5,5.0,8208.4,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1038,163 days,27,6.37,2,1,1,1.5,63.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1039,99 days,624,157.11,3,4,4,3.5,1571.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1040,91 days,276,69.27,4,3,3,3.5,692.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1041,100 days,728,223.0,3,5,5,4.0,2230.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1042,88 days,600,247.1,4,4,5,4.2,2471.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1043,100 days,931,223.69,3,5,5,4.0,2236.9,Loyal,Upsell to premium plan + referral program,Standard
CUST1044,219 days,33,6.45,2,1,1,1.5,64.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1045,89 days,51,10.66,4,1,1,2.5,106.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1046,97 days,117,22.55,4,2,2,3.0,225.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1047,79 days,840,217.02,5,5,5,5.0,2170.2,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1048,331 days,504,175.69,1,4,4,2.5,1756.9,At Risk,Win-back campaign + survey for feedback,Premium
CUST1049,214 days,530,116.23,2,4,3,2.8,1162.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1050,82 days,518,164.18,5,4,4,4.5,1641.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1051,176 days,663,133.23,2,4,4,3.0,1332.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1052,103 days,216,47.08,3,2,2,2.5,470.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1053,97 days,819,239.41,4,5,5,4.5,2394.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1054,372 days,46,11.03,1,1,1,1.0,110.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1055,93 days,612,153.42,4,4,4,4.0,1534.2,Loyal,Upsell to premium plan + referral program,Premium
CUST1056,103 days,564,188.78,3,4,5,3.7,1887.8,Average,Re-engagement emails + limited-time discounts,Premium
CUST1057,109 days,20,6.56,2,1,1,1.5,65.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1058,191 days,59,26.33,2,1,2,1.7,263.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1059,100 days,850,187.02,3,5,5,4.0,1870.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1060,97 days,52,30.81,4,1,2,2.7,308.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST1061,104 days,392,103.84,3,3,3,3.0,1038.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST1062,248 days,31,7.4,1,1,1,1.0,74.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1063,76 days,610,162.5,5,4,4,4.5,1625.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1064,79 days,385,81.25,5,3,3,4.0,812.5,Loyal,Upsell to premium plan + referral program,Standard
CUST1065,270 days,76,20.63,1,1,1,1.0,206.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1066,89 days,663,108.14,4,4,3,3.8,1081.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST1067,78 days,371,82.68,5,3,3,4.0,826.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1068,105 days,286,83.16,3,3,3,3.0,831.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1069,182 days,264,207.85,2,3,5,2.9,2078.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1070,78 days,624,182.71,5,4,5,4.7,1827.1,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1071,91 days,506,150.99,4,4,4,4.0,1509.9,Loyal,Upsell to premium plan + referral program,Basic
CUST1072,414 days,366,103.16,1,3,3,2.0,1031.6,At Risk,Win-back campaign + survey for feedback,Premium
CUST1073,95 days,140,33.54,4,2,2,3.0,335.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST1074,104 days,51,9.92,3,1,1,2.0,99.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1075,88 days,180,63.31,4,2,2,3.0,633.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1076,90 days,476,156.26,4,4,4,4.0,1562.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1077,89 days,28,6.82,4,1,1,2.5,68.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST1078,99 days,264,77.43,3,3,3,3.0,774.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST1079,100 days,630,240.72,3,4,5,3.7,2407.2,Average,Re-engagement emails + limited-time discounts,Premium
CUST1080,94 days,304,60.53,4,3,2,3.3,605.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST1081,358 days,423,137.17,1,3,4,2.2,1371.7,At Risk,Win-back campaign + survey for feedback,Premium
CUST1082,161 days,49,15.87,2,1,1,1.5,158.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1083,132 days,30,7.06,2,1,1,1.5,70.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1084,422 days,192,45.71,1,2,2,1.5,457.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1085,98 days,539,132.95,3,4,4,3.5,1329.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1086,263 days,430,151.44,1,3,4,2.2,1514.4,At Risk,Win-back campaign + survey for feedback,Premium
CUST1087,97 days,500,167.16,4,4,4,4.0,1671.6,Loyal,Upsell to premium plan + referral program,Premium
CUST1088,256 days,41,10.72,1,1,1,1.0,107.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1089,425 days,272,79.27,1,3,3,2.0,792.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST1090,239 days,406,88.26,1,3,3,2.0,882.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1091,394 days,420,95.18,1,3,3,2.0,951.8,At Risk,Win-back campaign + survey for feedback,Premium
CUST1092,100 days,384,95.72,3,3,3,3.0,957.2,Average,Re-engagement emails + limited-time discounts,Premium
CUST1093,82 days,364,88.52,5,3,3,4.0,885.2,Loyal,Upsell to premium plan + referral program,Basic
CUST1094,91 days,320,103.15,4,3,3,3.5,1031.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1095,104 days,56,13.4,3,1,1,2.0,134.0,At Risk,Win-back campaign + survey for feedback,Basic
CUST1096,93 days,588,148.55,4,4,4,4.0,1485.5,Loyal,Upsell to premium plan + referral program,Basic
CUST1097,196 days,49,15.35,2,1,1,1.5,153.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1098,257 days,663,174.39,1,4,4,2.5,1743.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1099,87 days,231,75.46,5,2,3,3.7,754.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1100,218 days,33,10.4,2,1,1,1.5,104.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1101,418 days,94,32.2,1,2,2,1.5,322.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1102,260 days,645,154.92,1,4,4,2.5,1549.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1103,401 days,322,77.06,1,3,3,2.0,770.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1104,79 days,608,123.71,5,4,4,4.5,1237.1,Loyal,Upsell to premium plan + referral program,Basic
CUST1105,427 days,280,66.15,1,3,2,1.8,661.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1106,255 days,660,184.82,1,4,5,2.7,1848.2,At Risk,Win-back campaign + survey for feedback,Premium
CUST1107,79 days,740,128.91,5,5,4,4.8,1289.1,VIP,Offer exclusive content + loyalty rewards,Basic
CUST1108,76 days,222,75.79,5,2,3,3.7,757.9,Average,Re-engagement emails + limited-time discounts,Basic
CUST1109,236 days,224,44.73,2,2,2,2.0,447.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST1110,105 days,135,35.64,3,2,2,2.5,356.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST1111,215 days,1045,198.97,2,5,5,3.5,1989.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1112,238 days,867,273.33,1,5,5,3.0,2733.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1113,104 days,54,11.03,3,1,1,2.0,110.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1114,78 days,1054,294.9,5,5,5,5.0,2949.0,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1115,173 days,1007,210.86,2,5,5,3.5,2108.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1116,104 days,200,44.69,3,2,2,2.5,446.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1117,99 days,390,140.06,3,3,4,3.2,1400.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1118,94 days,819,159.97,4,5,4,4.3,1599.7,Loyal,Upsell to premium plan + referral program,Basic
CUST1119,79 days,47,11.6,5,1,1,3.0,116.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1120,434 days,160,52.59,1,2,2,1.5,525.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1121,95 days,217,52.3,4,2,2,3.0,523.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1122,208 days,864,195.15,2,5,5,3.5,1951.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1123,102 days,1188,257.67,3,5,5,4.0,2576.7,Loyal,Upsell to premium plan + referral program,Standard
CUST1124,89 days,1144,374.5,4,5,5,4.5,3745.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1125,377 days,78,20.61,1,1,1,1.0,206.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1126,183 days,918,282.77,2,5,5,3.5,2827.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST1127,103 days,931,200.07,3,5,5,4.0,2000.7,Loyal,Upsell to premium plan + referral program,Standard
CUST1128,103 days,217,73.81,3,2,3,2.7,738.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST1129,104 days,912,200.31,3,5,5,4.0,2003.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1130,91 days,42,16.71,4,1,1,2.5,167.1,At Risk,Win-back campaign + survey for feedback,Premium
CUST1131,212 days,430,103.96,2,3,3,2.5,1039.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1132,102 days,180,49.46,3,2,2,2.5,494.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1133,102 days,74,22.93,3,1,2,2.2,229.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1134,79 days,80,20.53,5,1,1,3.0,205.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1135,421 days,195,32.19,1,2,2,1.5,321.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1136,273 days,50,13.25,1,1,1,1.0,132.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1137,82 days,510,115.98,5,4,3,4.3,1159.8,Loyal,Upsell to premium plan + referral program,Basic
CUST1138,133 days,56,15.91,2,1,1,1.5,159.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1139,101 days,203,44.47,3,2,2,2.5,444.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1140,91 days,468,99.42,4,4,3,3.8,994.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST1141,204 days,750,171.97,2,5,4,3.3,1719.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1142,303 days,31,10.6,1,1,1,1.0,106.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1143,322 days,245,74.14,1,2,3,1.7,741.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1144,87 days,504,145.28,5,4,4,4.5,1452.8,Loyal,Upsell to premium plan + referral program,Basic
CUST1145,87 days,645,245.91,5,4,5,4.7,2459.1,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1146,201 days,138,29.72,2,2,2,2.0,297.2,At Risk,Win-back campaign + survey for feedback,Premium
CUST1147,93 days,41,15.0,4,1,1,2.5,150.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST1148,101 days,820,511.42,3,5,5,4.0,5114.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1149,96 days,32,10.45,4,1,1,2.5,104.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1150,236 days,400,109.16,2,3,3,2.5,1091.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1151,104 days,396,90.11,3,3,3,3.0,901.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1152,76 days,594,158.8,5,4,4,4.5,1588.0,Loyal,Upsell to premium plan + referral program,Basic
CUST1153,383 days,450,95.78,1,4,3,2.3,957.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1154,101 days,1150,262.06,3,5,5,4.0,2620.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1155,101 days,440,79.47,3,3,3,3.0,794.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1156,98 days,594,131.75,3,4,4,3.5,1317.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1157,101 days,288,98.65,3,3,3,3.0,986.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1158,88 days,495,128.46,4,4,4,4.0,1284.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1159,81 days,660,179.84,5,4,5,4.7,1798.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1160,326 days,468,155.04,1,4,4,2.5,1550.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1161,87 days,782,173.93,5,5,4,4.8,1739.3,VIP,Offer exclusive content + loyalty rewards,Basic
CUST1162,408 days,364,112.2,1,3,3,2.0,1122.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST1163,97 days,350,106.83,4,3,3,3.5,1068.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1164,94 days,340,69.41,4,3,3,3.5,694.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1165,80 days,648,130.6,5,4,4,4.5,1306.0,Loyal,Upsell to premium plan + referral program,Basic
CUST1166,93 days,198,71.0,4,2,3,3.2,710.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1167,154 days,61,15.05,2,1,1,1.5,150.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1168,85 days,408,95.27,5,3,3,4.0,952.7,Loyal,Upsell to premium plan + referral program,Standard
CUST1169,76 days,231,52.01,5,2,2,3.5,520.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1170,268 days,54,17.52,1,1,1,1.0,175.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1171,258 days,41,11.83,1,1,1,1.0,118.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1172,109 days,48,10.51,2,1,1,1.5,105.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1173,96 days,51,10.12,4,1,1,2.5,101.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1174,241 days,522,116.06,1,4,3,2.3,1160.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1175,98 days,350,105.31,3,3,3,3.0,1053.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1176,104 days,486,101.17,3,4,3,3.3,1011.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1177,76 days,768,271.41,5,5,5,5.0,2714.1,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1178,86 days,155,59.34,5,2,2,3.5,593.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1179,105 days,726,247.76,3,5,5,4.0,2477.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1180,96 days,684,178.26,4,5,5,4.5,1782.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1181,162 days,54,14.99,2,1,1,1.5,149.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1182,95 days,690,147.1,4,5,4,4.3,1471.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1183,82 days,882,224.48,5,5,5,5.0,2244.8,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1184,96 days,1078,241.85,4,5,5,4.5,2418.5,Loyal,Upsell to premium plan + referral program,Standard
CUST1185,428 days,37,9.99,1,1,1,1.0,99.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1186,97 days,770,149.2,4,5,4,4.3,1492.0,Loyal,Upsell to premium plan + referral program,Standard
CUST1187,93 days,152,26.17,4,2,2,3.0,261.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST1188,259 days,864,203.64,1,5,5,3.0,2036.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1189,253 days,35,6.94,1,1,1,1.0,69.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1190,93 days,1100,351.45,4,5,5,4.5,3514.5,Loyal,Upsell to premium plan + referral program,Premium
CUST1191,203 days,429,119.14,2,3,4,2.7,1191.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1192,202 days,470,174.48,2,4,4,3.0,1744.8,Average,Re-engagement emails + limited-time discounts,Premium
CUST1193,223 days,240,82.9,2,2,3,2.2,829.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST1194,76 days,234,66.16,5,2,3,3.7,661.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1195,214 days,47,11.51,2,1,1,1.5,115.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1196,79 days,132,42.42,5,2,2,3.5,424.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST1197,102 days,160,47.73,3,2,2,2.5,477.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1198,93 days,666,122.75,4,4,4,4.0,1227.5,Loyal,Upsell to premium plan + referral program,Basic
CUST1199,79 days,288,98.19,5,3,3,4.0,981.9,Loyal,Upsell to premium plan + referral program,Standard
CUST1200,92 days,37,10.09,4,1,1,2.5,100.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1201,253 days,731,190.9,1,5,5,3.0,1909.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1202,97 days,500,133.88,4,4,4,4.0,1338.8,Loyal,Upsell to premium plan + referral program,Basic
CUST1203,77 days,748,143.33,5,5,4,4.8,1433.3,VIP,Offer exclusive content + loyalty rewards,Basic
CUST1204,87 days,989,255.02,5,5,5,5.0,2550.2,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1205,81 days,184,64.37,5,2,2,3.5,643.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST1206,354 days,39,10.06,1,1,1,1.0,100.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1207,98 days,748,194.24,3,5,5,4.0,1942.4,Loyal,Upsell to premium plan + referral program,Standard
CUST1208,100 days,624,180.19,3,4,5,3.7,1801.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST1209,96 days,108,19.67,4,2,1,2.8,196.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1210,98 days,1254,301.95,3,5,5,4.0,3019.5,Loyal,Upsell to premium plan + referral program,Premium
CUST1211,102 days,240,141.06,3,2,4,2.9,1410.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1212,181 days,72,14.06,2,1,1,1.5,140.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1213,351 days,164,43.04,1,2,2,1.5,430.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1214,89 days,476,94.38,4,4,3,3.8,943.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST1215,204 days,650,163.43,2,4,4,3.0,1634.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1216,147 days,31,7.6,2,1,1,1.5,76.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1217,375 days,594,125.04,1,4,4,2.5,1250.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1218,92 days,168,38.37,4,2,2,3.0,383.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST1219,84 days,102,32.71,5,2,2,3.5,327.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1220,101 days,660,236.98,3,4,5,3.7,2369.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1221,210 days,738,181.78,2,5,5,3.5,1817.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1222,406 days,450,120.65,1,4,4,2.5,1206.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1223,80 days,912,331.1,5,5,5,5.0,3311.0,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1224,98 days,330,96.01,3,3,3,3.0,960.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1225,298 days,300,71.66,1,3,3,2.0,716.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1226,152 days,22,6.8,2,1,1,1.5,68.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1227,295 days,195,51.28,1,2,2,1.5,512.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1228,180 days,282,64.86,2,3,2,2.3,648.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1229,82 days,276,65.16,5,3,2,3.8,651.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1230,104 days,624,375.99,3,4,5,3.7,3759.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST1231,168 days,189,66.36,2,2,3,2.2,663.6,At Risk,Win-back campaign + survey for feedback,Basic
CUST1232,94 days,60,12.68,4,1,1,2.5,126.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST1233,85 days,110,35.6,5,2,2,3.5,356.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1234,194 days,676,133.92,2,5,4,3.3,1339.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST1235,90 days,42,13.55,4,1,1,2.5,135.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST1236,200 days,448,108.44,2,4,3,2.8,1084.4,At Risk,Win-back campaign + survey for feedback,Basic
CUST1237,81 days,696,190.69,5,5,5,5.0,1906.9,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1238,396 days,41,15.46,1,1,1,1.0,154.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1239,90 days,672,216.33,4,5,5,4.5,2163.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1240,81 days,620,204.22,5,4,5,4.7,2042.2,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1241,242 days,102,19.01,1,2,1,1.3,190.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1242,104 days,795,163.87,3,5,4,3.8,1638.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1243,184 days,600,174.43,2,4,4,3.0,1744.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1244,232 days,44,12.91,2,1,1,1.5,129.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1245,83 days,504,159.89,5,4,4,4.5,1598.9,Loyal,Upsell to premium plan + referral program,Basic
CUST1246,83 days,760,218.56,5,5,5,5.0,2185.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1247,98 days,795,169.38,3,5,4,3.8,1693.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1248,101 days,520,143.86,3,4,4,3.5,1438.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1249,340 days,420,140.5,1,3,4,2.2,1405.0,At Risk,Win-back campaign + survey for feedback,Standard
CUST1250,431 days,215,50.63,1,2,2,1.5,506.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1251,169 days,510,187.01,2,4,5,3.2,1870.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1252,216 days,660,137.08,2,4,4,3.0,1370.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1253,96 days,896,260.28,4,5,5,4.5,2602.8,Loyal,Upsell to premium plan + referral program,Premium
CUST1254,301 days,322,82.05,1,3,3,2.0,820.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1255,173 days,795,219.33,2,5,5,3.5,2193.3,Average,Re-engagement emails + limited-time discounts,Premium
